year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2003,3,23,American-Style Wheat Beer,Double Eagle Ale,Rockyard Brewing Co.,Castle Rock,CO,Morningwood Wheat,Pug Ryan's Brewery,Dillon,CO,Wheat State Golden,Free State Brewing Co.,Lawrence,KS
2012,68,50,Belgian-Style Witbier,ZON,Boulevard Brewing,Kansas City,MO,White Rascal,Avery Brewing,Boulder,CO,White Lightning Belgian White,Full Pint Brewing Co.,North Versailles,PA
2012,39,12,American-Style Dark Lager,Shiner Bock,Spoetzl Brewery,Shiner,TX,Old Virginia Dark,Devils Backbone Brewing,BasecampRoseland,VA,Session Black Premium Dark Lager,Full Sail Brewing,Hood River,OR
2000,13,32,Bohemian-Style Pilsener,,,,,Czech Mate Pils,Brew Moon,Needham,MA,Full Sail Pilsner,Full Sail Brewing,Hood River,OR
2015,50,38,English-Style Summer Ale,Beaverton Blonde,Golden Valley Brewery and Pub,McMinnville,OR,Cream Ale,Newburgh Brewing Co.,Newburgh,NY,Lonely Blonde,Fulton Beer,Minneapolis,MN
1987,,NULL,American Light Lagers,"Leinenkugel, Jacob",Jacob Leinenkugel Brewing,,,Rainier Beer,G. Heileman Brewing,,,Lone Star Beer ,G. Heileman Brewing,,
1999,16,27,American-Style Light Lager,Old Milwaukee Light,The Stroh Brewery Company,Fogelsville,PA,Schlitz Light,Jos. Schlitz Brewing Company,Fogelsville,PA,Schmidt's Light,G. Heileman Brewing,Fogelsville,PA
2012,1,29,American-Style Wheat Beer,Wagon Box Wheat,Black Tooth Brewing Co.,Sheridan,WY,Shredders Wheat,Barley Brothers Brewery,Baker City,OR,American Wheat,Gella's Diner,Hays,KS
2008,2,21,American-Style Wheat Beer,Pyramid Crystal Wheat Ale,Pyramid Breweries,Seattle,WA,Spanish Peak Crystal Weiss,Spanish Peaks Brewing,Stamford,CT,American Wheat,Gella's Diner,Hays,KS
2007,3,46,American-Style Hefeweizen,Whitetail Wheat,Montana Brewing,Billings,MT,Easy Street Wheat,Odell Brewing,Fort Collins,CO,American Hefeweizen,Gella's Diner,Hays,KS
2015,21,24,Gluten-Free Beer,Watchstander Stout,Ghostfish Brewing Co.,Seattle,WA,IPA No. 5,Ground Breaker Brewing,Portland,OR,Ghostfish Grapefruit IPA,Ghostfish Brewing Co.,Seattle,WA
2015,91,39,Old Ale or Strong Ale,Old Scrooge,Silver City Brewery,Bremerton,WA,Innsmouth Olde Ale,Narragansett Brewing Co.,Providence,RI,MASSIVE! 2013,Gigantic Brewing Co.,Portland,OR
2001,41,36,German-Style Brown Ale / Düsseldorf-Style Altbier,Boca Alt,Brewzzi,Boca Raton,FL,Otis Alt,Elk Grove Brewery,Elk Grove,CA,Dusseldorf Altbier,Gilded Otter Brewing Co.,New Paltz,NY
2005,50,26,German-Style Brown Ale / Düsseldorf-Style Altbier,Devon Altbier,John Harvard's Brew House,Springfield,PA,Green Flash Ruby Red Ale,Green Flash Brewing Co.,Vista,CA,Dusseldorf Altbier,Gilded Otter Brewing Co.,New Paltz,NY
2009,38,21,German Style Doppelbock or Eisbock,The Kaiser,Avery Brewing,Boulder,CO,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA,Carbonator,Glenwood Canyon Brewing,Glenwood Springs,CO
2001,54,34,Other Strong Ale or Lager,Hopasaurus Rex Imperial IPA,Steelhead Brewery,Eugene,OR,Hearthside Wheatwine,Steelhead Brewery,Eugene,OR,Cardiff,Glenwood Canyon Brewing,Glenwood Springs,CO
2011,68,65,French- and Belgian-Style Saison,Saison-Brett,Boulevard Brewing,Kansas City,MO,Funkwerks Saison,Funkwerks,Fort Collins,CO,Sofi e,Goose Island Beer Co.,Chicago,IL
2008,41,34,English-Style Summer Ale,Surfer’s Summer Ale,Pelican Pub,Pacific City,OR,Montgomery Blonde,Montgomery Brewing Co.,Montgomery,AL,312 ‘Urban Wheat Ale’,Goose Island Beer Co.,Chicago,IL
2011,57,43,Extra Special Bitter,Minaret ESB,Cigar City Brewing,Tampa,FL,Colorado Kind,Mountain Sun Pub,Boulder,CO,Harvest Ale,Goose Island Beer Co.,Chicago,IL
2010,19,34,Wood- and Barrel-Aged Strong Stout,Bourbon Barrel Aged Sexual Chocolate Imperial Stout,Foothills Brewing,Winston-Salem,NC,Remy,TAPS Fish House & Brewery,Brea,CA,Bourbon County Brand Stout,Goose Island Beer Co.,Chicago,IL
2001,31,24,English-Style India Pale Ale,SLO Progress,SLO Brewing,San Luis Obispo,CA,Hoppyhour IPA,The Mash House Restaurant & Brewing Company -,Fayetteville,NC,India Pale Ale,Goose Island Beer Co.,Chicago,IL
2004,29,28,German-Style Schwarzbier,Black Forest Schwarzbier,Squatters,Salt Lake City,UT,Kings Peak,Uinta Brewing,Salt Lake City,UT,Goose Island Schwarzbier,Goose Island Beer Co.,Chicago,IL
2007,74,9,American-Style Wheat Wine Ale,Star Brew Triple Wheat,Marin Brewing,Larkspur,CA,Wheat Wine,Portsmouth Brewery,Portsmouth,NH,Wheatmiser,Goose Island Beer Co.,Chicago,IL
2011,39,26,German-Style Schwarzbier,TAPS Schwarzbier,TAPS Fish House & Brewery,Brea,CA,Nevermore Lager,Rock Bottom,Louisville,CO,Gordon Biersch Schwarzbier,Gordon Biersch Brewery,Chattanooga,TN
2011,64,13,German-Style Sour Ale,Berliner Weisse,Crabtree Brewing Co.,Greeley,CO,Hottenroth Berliner Weisse,The Bruery,Placentia,CA,Gordon Biersch Goze,Gordon Biersch Brewery,Chattanooga,TN
2009,58,35,German Style Altbier,Bismarck Altbier,Dry Dock Brewing,Aurora,CO,Boca Alt,Brewzzi West Palm,West Palm Beach,FL,Gordon Biersch Alt Bier,Gordon Biersch Brewery,Broomfield,CO
2006,18,32,Munich-Style Helles,Sunfest Lager,Ham’s Restaurant & Brewhouse,Greenville,NC,6X Golden Lager,C.B. & Potts,Fort Collins,CO,Gordon Biersch Golden Export,Gordon Biersch Brewery,Chattanooga,TN
2007,56,35,German-Style Wheat Ale,Boscos Hefeweizen,Boscos Brewing,Memphis,TN,Dark ‘n’ Curvy,Piece Brewery,Chicago,IL,Gordon Biersch Hefeweizen,Gordon Biersch Brewery,Chattanooga,TN
2007,54,32,German Style Brown Ale/Düsseldorf Style,Alt,Herkimer Pub and Brewery,Minneapolis,MN,1065 Firechief Ale,Rock Bottom,Bethesda,MD,Gordon Biersch Alt,Gordon Biersch Brewery,Chattanooga,TN
2007,38,45,German Style Kölsch/Köln Style Kölsch,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing,Houston,TX,Colorado Kölsch,Steamworks Brewing,Durango/Bayfield,CO,Gordon Biersch SummerFest,Gordon Biersch Brewery,Chattanooga,TN
2009,26,31,Munich-Style Helles,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX,Where the Helles Bill?,The Sand,LotDenver,CO,Gordon Biersch Golden Export,Gordon Biersch Brewery,Broomfield,CO
2010,23,38,Smoke Beer,Alaskan Smoked Porter 2009,Alaskan Brewing,Juneau,AK,Yazoo SUE,Yazoo Brewing,Nashville,TN,Gordon Biersch Rauchbier,Gordon Biersch Brewery,Chattanooga,TN
2014,40,23,European-Style Dunkel,Chuckanut Dunkel,Chuckanut Brewery,Bellingham,WA,Buoy Dunkel,Buoy Beer Co.,Astoria,OR,Dunkles,Gordon Biersch Brewery,San Jose,CA
2012,67,23,German-Style Wheat Ale,Wildpitch Hefeweizen,The SandLot,Denver,CO,AlpenGlow,Fat Heads Brewery,North Olmsted,OH,Weizeneisbock,Gordon Biersch Brewery,San Jose,CA
2007,53,45,American-Style Brown Ale,Doryman’s Dark Ale,Pelican Pub,Pacific City,OR,RedRock Nut Brown Ale,RedRock Brewing Co.,Salt Lake City,UT,Bitch Creek ESB,Grand Teton Brewing,Victor,ID
2010,64,52,French- and Belgian-Style Saison,Saison Vautour,McKenzie Brew House,Glen Mills,PA,Colette,Great Divide Brewing,Denver,CO,Belgian Summer Ale,Great Adirondack Brewing Co.,Lake Placid,NY
2009,71,20,Foreign-Style Stout,Space Stout,Laurelwood Brewing,Portland,OR,San Quentin’s Breakout Stout,Marin Brewing,Larkspur,CA,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,NY
2009,62,53,Belgian-Style Witbier,ZON,Boulevard Brewing,Kansas City,MO,Belgian White,Big Dog’s Brewing Co.,Las Vegas,NV,Wits End,Great American Restaurants,Centreville,VA
2006,28,21,German-Style Schwarzbier,Black Wolf Schwarzbier,Flossmoor Station,Flossmoor,IL,Schwarzbier,Rock Bottom,King of Prussia,PA,Iron Horse Lager,Great American Restaurants,Centreville,VA
2006,14,18,Cellar or Unfiltered Beer,Kellerbier,Herkimer Pub and Brewery,Minneapolis,MN,U.C.I.P.A.,Steelhead Brewery,Irvine,CA,Wild West Fest,Great American Restaurants,Centreville,VA
2014,84,64,Sweet Stout or Cream Stout,West O CocO,West O Beer,West Okoboji,IA,Milk Stout,Left Hand Brewing Co.,Longmont,CO,Outlaw Milk Stout,Great Basin Brewing,Reno,NV
2011,78,19,Sweet Stout,Steel Toe Stout,Ska Brewing,Durango,CO,Cream Stout,Redwood Brewing,Flint,MI,Outlaw Oatmeal Stout,Great Basin Brewing,Sparks,NV
2010,12,43,Experimental Beer,Key Lime Pie,Short’s Brewing Co.,Bellaire,MI,Estate Homegrown Ale,Sierra Nevada Brewing,Chico,CA,Wild Lemon Wheat,Great Basin Brewing,Sparks,NV
2015,6,56,Pumpkin Beer,,,,,Pumpkin Grinder,Mankato Brewery,Mankato,MN,The Great Pumpkin Ale,Great Basin Brewing,Sparks,NV
2008,74,40,Old Ale or Strong Ale,AleSmith Decadence Old Ale,AleSmith Brewing,San Diego,CA,Old Scrooge,Silver City Brewery,Silverdale,WA,Old Scratch Barley Wine ‘99,Great Dane Pub,Madison,WI
1999,54,46,Barley Wine-Style Ale,Old Gander Barley Wine Ale,Snow Goose Restaurant and Sleeping Lady Brewing Company,Anchorage,AK,Full Sail Boardhead Barleywine Ale,Full Sail Brewing,Portland,OR,Old Scratch's Wicked Stepmother,Great Dane Pub,Madison,WI
2009,8,21,Rye Beer,Crazy Jackass Ale,Great American Restaurants,Centreville,VA,Blue Point Brewing Co. RastafaRye,Blue Point Brewing Co.,Patchogue,NY,Hoss,Great Divide Brewing,Denver,CO
2005,69,47,Barley Wine-Style Ale,Sierra Nevada Bigfoot Barley-Wine Style Ale,Sierra Nevada Brewing,Chico,CA,Hot Pot,Glenwood Canyon Brewing,Glenwood Springs,CO,Old Ruffian Barley Wine,Great Divide Brewing,Denver,CO
2008,72,44,Imperial Stout,BORIS The Crusher Oatmeal-Imperial Stout,Hoppin’ Frog Brewing Co.,Akron,OH,Night Rider Imperial Stout,Pizza Port,Carlsbad,CA,Yeti Imperial Stout,Great Divide Brewing,Denver,CO
2006,35,25,Classic English-Style Pale Ale,5 Barrel Pale Ale,Odell Brewing,Fort Collins,CO,Mac’s Ale,Pyramid Breweries,Seattle,WA,Denver Pale Ale,Great Divide Brewing,Denver,CO
2009,78,54,Barley Wine Style Ale,Old Inventory Barley Wine,Valley Brewing Co.,Stockton,CA,Treblehook,Redhook Ale Brewery,Woodinville,WA,Old Ruffian Barley Wine,Great Divide Brewing,Denver,CO
2002,31,38,Classic English-Style Pale Ale,Annadel Pale Ale,Third Street Ale Works,Santa Rosa,CA,Urban Wilderness,Sleeping Lady Brewing Company,Anchorage,AK,Denver Pale Ale,Great Divide Brewing,Denver,CO
1999,49,47,Oatmeal Stout,Blast Furnace Stout,Church Brew Works,Pittsburgh,PA,Farmer Jon's Oatmeal Stout,Heartland Brewery,New York,NY,Ohio City Oatmeal Stout,Great Lakes Brewing,Cleveland,OH
2004,58,48,Robust Porter,Snipes Porter,Snipes Mountain Brewing,Sunnyside,WA,Black Sand Porter,Kona Brewing,Kailua-Kona,HI,Edmund Fitzgerald,Great Lakes Brewing,Cleveland,OH
2014,2,44,American-Style Wheat Beer With Yeast,Whitetail Wheat,Montana Brewing,Billings,MT,Hefeweizen,Widmer Brothers Brewing,Portland,OR,Wheatfish Wheat Lager,Great Northern Brewing,Whitefish,MT
1999,24,10,American Dark Lager,,,,,Boiler Room Dark Lager,Colorado Belle,Laughlin,NV,Black Star Black Lager,Great Northern Brewing,Whitefish,MT
2013,5,91,Field Beer or Pumpkin Beer,Elektrick Cukumbahh,Trinity Brewing,Colorado Springs,CO,Anaheim IPA,RAM Restaurant & Brewery,Indianapolis,IN,Splashing Pumpkin,Great South Bay Brewery,Bay Shore,NY
2014,21,69,American-Belgo-Style Ale,White IPA,Badger Hill Brewing,St. Louis Park,MN,Belgian IPA,Gordon Biersch Brewery,Rockville,MD,Le Freak,Green Flash Brewing Co.,San Diego,CA
2005,35,24,English-Style Summer Ale,Colorado Trail English Ale,Backcountry Brewery,Frisco,CO,Sandbagger Gold,Montana Brewing,Billings,MT,Green Flash Extra Pale Ale,Green Flash Brewing Co.,Vista,CA
2007,39,24,English-Style Summer Ale,312 Urban Wheat Ale,Goose Island Beer Co.,Chicago,IL,Sandbagger Gold,Montana Brewing,Billings,MT,Green Flash Extra Pale Ale,Green Flash Brewing Co.,Vista,CA
2009,49,78,American-Style Amber/Red Ale,Organic Rise Up Red,Hopworks Urban Brewery,Portland,OR,Red Rock,Triple Rock Brewery,Berkeley,CA,Hop Head Red,Green Flash Brewing Co.,Vista,CA
2015,20,40,Historical Beer,Black Eagle Gratzer,Platform Beer Co.,Cleveland,OH,Dortmunder Adambier,Blue Pants Brewery,Madison,AL,Snow Drop,Grimm Brothers Brewhouse,Loveland,CO
2012,64,35,German-Style Altbier,Balt Altbier,Union Craft Brewing,Baltimore,MD,Land’s End Amber,Kannah Creek Brewing Co.,Grand Junction,CO,Little Red Cap,Grimm Brothers Brewhouse,Loveland,CO
2013,38,19,European-Style Dunkel,Munich Dunkel,Carver Brewing,Durango,CO,Heart of Darkness Dunkel,Springfi eld Brewing Co.,Springfi eld,MO,The Fearless Youth,Grimm Brothers Brewhouse,Loveland,CO
1999,27,23,German-Style Dopplebock,Hogback Doppelbock,Mountain Sun Pub,Boulder,CO,,,,,Dopplebock,H.C. Berger Brewing,Fort Collins,CO
2004,45,20,Scottish-Style Ale,Smokin Scottish Ale,Calhoun's Restaurant,Harrisonburg,VA,Hope & King Scotch Ale,Minneapolis Town Hall Brewery,Minneapolis,MN,Charlie's Barley,Ham's Restaurant & Brewhouse,Greenville,NC
2003,42,44,Extra Special Bitter or Strong Bitter,The Wise ESB,Elysian Brewery,Seattle,WA,Barbarians Best Bitter,Far West Ireland Brewing Co.,Redmond,WA,Brown's Pt. ESB,Harmon Pub & Brewery,Tacoma,WA
2000,36,41,English-Style (Extra Special) Strong Bitter,Alembic Pale,Elliott Bay Brewing,Seattle,WA,Special Old Bitter,Hyde Park Brewing Co.,Hyde Park,NY,Brown's Point Bitter,Harmon Restaurant & Brewery,Tacoma,WA
2009,3,43,American-Style Wheat Beer With Yeast,Haywire Hefeweizen,Pyramid Breweries,Seattle,WA,Hefeweizen,Widmer Brothers Brewing,Portland,OR,UFO Hefeweizen,Harpoon Brewery,Boston,MA
2012,17,20,Gluten-Free Beer,Nikki’s Gluten Free Honey Pale Ale,Rock Bottom,Arlington,VA,Brown,New Planet Beer Co.,Boulder,CO,Pale Ale,Harvester Brewing,Portland,OR
2015,13,84,Rye Beer,Blitzkrieg Bock,Fat Head’s Brewery - Portland,Portland,OR,Concrete Dinosaur,Right Brain Brewery,Traverse City,MI,Pt. Bonita Rustic Lager,Headlands Brewing Co.,Mill Valley,CA
2014,46,90,Golden or Blonde Ale,,,,,5 Rabbit Golden Ale,5 Rabbit Cerveceria,Bedford Park,IL,Gold,Heavy Seas Beer,Baltimore,MD
2002,18,28,American-Style Lager,Busch,Anheuser-Busch,Fort Collins,CO,Budweiser,Anheuser-Busch,Fort Collins,CO,Old Style,Heileman Brewing Company,San Antonio,TX
2002,16,21,European-Style Pilsener,Tenaya Creek Pilsner,Tenaya Creek Brewery,Las Vegas,NV,Hermanbraü,Sandlot Brewery,Denver,CO,Henry Weinhard's Private Reserve,Henry Weinhard's Brewing,Milwaukee,WI
2005,47,27,Irish-Style Red Ale,Irish Red,Diamond Bear Brewing Co.,Little Rock,AR,Amber Ale,Starr Hill Brewing,Crozet,VA,Cleary Red,Hereford & Hops Brewpub,Wausau,WI
2005,30,21,German-Style Schwarzbier,E.J. Phair Schwarzbier,E.J. Phair Brewing Co.,Concord,CA,Kings Peak,Uinta Brewing,Salt Lake City,UT,Schwarzbier,Hereford & Hops Brewpub,Wausau,WI
2005,31,27,Bock,Mad Brewer Maibock,Church Brew Works,Pittsburgh,PA,Goat Rancher,SandLot Brewery at Coors Field,Denver,CO,J.W. Dundee's Pale Bock,High Falls Brewing,Rochester,NY
2002,2,25,American-Style Lager/Ale or Cream,Red Dog,Plank Road Brewery,Milwaukee,WI,Hamm's,Hamm's Brewing Company,Milwaukee,WI,Genesee Cream Ale,High Falls Brewing,Rochester,NY
2004,2,23,American Lager/Ale or Cream Ale,Red Dog,Miller Brewing,Milwaukee,WI,Special Export,Pabst Brewing,San Antonio,TX,Genesee Cream Ale,High Falls Brewing,Rochester,NY
2014,15,43,Other Strong Beer,Double White,Marble Brewery,Albuquerque,NM,Shadow of the Moon Imperial Stout,Flossmoor Station,Flossmoor,IL,Aphotic Imperial Porter,High Water Brewing,Chico,CA
2009,48,77,Imperial India Pale Ale,Organic Ace of Spades Imperial IPA,Hopworks Urban Brewery,Portland,OR,Denogginizer,Drake’s Brewing Co.,San Leandro,CA,Hip Hop Double IPA,Hollister Brewing Co.,Goleta,CA
2014,68,89,South German-Style Hefeweizen,Little Egypt Hefeweizen,Carbondale Craft Beer,Carbondale,IL,Hefeweizen,Black Market Brewing Co.,Temecula,CA,Washout Wheat,Holy City Brewing,Charleston,SC
1988,,NULL,European Pilsners ,August Schell Pilsner ,August Schell Brewing,,,Stoudt Gold,Stoudt Brewery,,,Hope Lager ,Hope Brewing Co,,
2012,30,53,Bohemian-Style Pilsener,Hometown Blonde,New Glarus Brewing,New Glarus,WI,Summit Pilsener,Summit Brewing,St. Paul,MN,This is the Pilsener,Hoppers Grill & Brewery,Midvale,UT
2013,23,89,Wood- and Barrel-Aged Strong Stout,Blot Out the Sun,Three Floyds Brewing Co.,Munster,IN,Barrel-Aged Narwhal,Sierra Nevada Brewing,Chico,CA,Barrel Aged BORIS The Crusher,Hoppin’ Frog Brewing Co.,Akron,OH
2011,21,118,Wood- and Barrel-Aged Strong Beer,Melange a Trois,Nebraska Brewing Co.,Papillion,NE,BBJ (Bourbon Barrel Johan),Sun King Brewery,Indianapolis,IN,Barrel Aged Naked Evil BBW,Hoppin’ Frog Brewing Co.,Akron,OH
2006,58,71,Robust Porter,Goddess Porter,Big Time Brewery,Seattle,WA,Pacemaker Porter,Flyers Restaurant and Brewery,Oak Harbor,WA,Total Eclipse Black Ale,Hoppy Brewing,Sacramento,CA
2000,33,89,American-Style India Pale Ale,IPA,SLO Brewing,San Luis Obispo,CA,Torrey Pines IPA,Stuft Pizza & Brewing Co.,San Diego,CA,Hoptown IPA,Hoptown Brewing,Pleasanton,CA
2008,45,71,American-Style Strong Pale Ale,Hop Bomb,Rock Bottom,Louisville,CO,Nectar Pale,Firestone Walker,Paso Robles,CA,Organic IPA,Hopworks Urban Brewery,Portland,OR
2012,26,32,Kellerbier or Zwickelbier,Bottle Rocket,Uncle Billy’s Brew & Que,Lake TravisAustin,TX,Redrock Organic Zwickel Bier,Redrock Brewery,Salt Lake City,UT,Organic Hopworks Kellerbier,Hopworks Urban Brewery,Portland,OR
2014,28,48,Kellerbier or Zwickelbier,Gold Beach Lager,Arch Rock Brewing Co.,Gold Beach,OR,Surfliner Lager,Figueroa Mountain Brewing,Santa Barbara,CA,18th Rebellion,Horse Thief Hollow,Chicago,IL
2003,36,71,American-Style Pale Ale,Pale Nectar,Nectar Ales,Paso Robles,CA,Pale Ale,Firestone Walker,Paso Robles,CA,American Pale,Hub City Brewery,Lubbock,TX
2002,39,29,Irish-Style Red Ale,Henry Weinhard's Amber Ale,Henry Weinhard's Brewing,Milwaukee,WI,Lumberjack Red Ale,Rock Bottom,Bellevue,WA,Irish Red,Hub City Brewery,Lubbock,TX
2012,37,45,American-Style Amber Lager,Point Oktoberfest,Stevens Point Brewery,Stevens Point,WI,Staghorn Octoberfest,New Glarus Brewing,New Glarus,WI,Uberbrau,Humperdinks Big Horn Brewing,Dallas,TX
2006,8,22,Rye Beer,Worryin’ Ale,Piece Brewery,Chicago,IL,Sun Rye,Redhook Ale Brewery,Portsmouth,NH,Surfer in the Rye,Huntington Beach Beer Co.,Huntington Beach,CA
2015,87,75,Sweet Stout or Cream Stout,West O CocO,West O Beer,West Okoboji,IA,Chocolate Milk Stout,Boxing Bear Brewing Co.,Albuquerque,NM,The Husstler,Huss Brewing,Tempe,AZ
2012,7,39,Chocolate Beer,Cocoa for Coconuts,Chicago Brewing,Las Vegas,NV,X1,DuClaw Brewing Co.,Bel Air,MD,Milk Chocolate Cherry Stout,Il Vicino Brewing,Albuquerque,NM
2004,48,37,American-Style Brown Ale,Bitch Creek ESB,Grand Teton Brewing,Victor,ID,Bearcat Brown Ale,Big Horn Brewing,Tacoma,WA,Slow Down Brown,Il Vicino Brewing,Albuquerque,NM
2002,41,31,American-Style Brown Ale,Kick-Ass Brown,C.H. Evans Brewing Company,Albany,NY,Bailey's American Brown,Hub City Brewery,Lubbock,TX,Slow Down Brown,Il Vicino Brewing,Albuquerque,NM
2015,67,85,American-Style Brown Ale,1623 Almighty Brown Ale,7th Settlement Brewery,Dover,NH,Rapture Fusion Brown Ale,Rabbit Hole Brewing,Justin,TX,Restraint,Institution Ale Co.,Camarillo,CA
2012,63,61,American-Style Black Ale,Wookey Jack,Firestone Walker,Paso Robles,CA,Turmoil,Barley Brothers Brewery,Baker City,OR,Black IPA,Iron Hill Brewery,Wilmington,DE
2000,14,25,Munich-Style Helles,Golden Eagle Lager,Rocky River Brewing,Sevierville,TN,Helles or High Water,Brewzzi,Boca Raton,FL,Lodestone Lager,Iron Hill Brewery,Media,PA
2011,34,32,Vienna-Style Lager,Jomo Lager,Starr Hill Brewing,Crozet,VA,Cityfest,Brewzzi,West Palm Beach,FL,Vienna Red Lager,Iron Hill Brewery,Wilmington,DE
2002,46,33,Belgian-Style Abbey Ale,Double 02 Bear,Big Bear Brewing Company,Coral Springs,FL,Daisy Chain,Chicago Brewing,Las Vegas,NV,Tripel,Iron Hill Brewery,West Chester,PA
2000,26,26,Bock,Framingham Bock,John Harvard's Brew House,Boston,MA,Mad Brewer Maibock,Church Brew Works,Pittsburgh,PA,Maibock,Iron Hill Brewery,Newark,DE
2012,10,62,Rye Beer,Gramarye,Heretic Brewing Co.,Pittsburg,CA,Kyles Baltic Porter,Flat Branch Pub and Brewery,Columbia,MO,Roggenbier,Iron Hill Brewery,Phoenixville,PA
2011,22,74,Wood- and Barrel-Aged Strong Stout,Bourbon Murder,Deschutes Brewery,Bend,OR,2010 Bourbon Barrel Sexual Chocolate Imperial Stout,Foothills Brewing,Winston-Salem,NC,Grand Inquisitor,Iron Hill Brewery,Wilmington,DE
2003,54,43,Belgian-Style Abbey Ale,Abbey Belgian Style Ale,New Belgium Brewing,Fort Collins,CO,PranQster,North Coast Brewing,Fort Bragg,CA,Tripel,Iron Hill Brewery,Media,PA
2002,48,51,Robust Porter,Edmund Fitzgerald Porter,Great Lakes Brewing,Cleveland,OH,Cutthroat Porter,Odell Brewing,Fort Collins,CO,Pig Iron Porter,Iron Hill Brewery,Media,PA
2007,60,28,Belgian-Style Sour Ale,High Mountain Cherry Ale,Rubicon Brewing Co.,Sacramento,CA,Supplication,Russian River Brewing,Santa Rosa,CA,Kriek de Hill,Iron Hill Brewery,Media,PA
2006,11,29,Wood- and Barrel-aged Beer,Cherry Stout,New Glarus Brewing,New Glarus,WI,Barrel 001,Santa Barbara Brewing,Santa Barbara,CA,Bourbon Ivan,Iron Hill Brewery,West Chester,PA
2012,81,58,Imperial Stout,Anastasia Russian Imperial Stout,Weasel Boy Brewing Co.,Zanesville,OH,Imperial Stout,Sierra Nevada Brewing,Chico,CA,Russian Imperial Stout,Iron Hill Brewery,MediaMedia,PA
2014,50,39,English-Style India Pale Ale,Tumbleweed IPA,Lewis & Clark Brewing Co.,Helena,MT,Gatecrasher IPA,Temperance Beer Co.,Evanston,IL,Burton IPA,Iron Hill Brewery,Media,PA
2003,26,17,European-Style Dark/Münchner Dunkel,Emmett's Dunkel,Emmett's Tavern,West Dundee,IL,Penn Dark,Pennsylvania Brewing,Pittsburgh,PA,Dunkel,Iron Hill Brewery,West Chester,PA
2004,56,38,Belgian-Style Abbey Ale,Abbey Belgian Style Ale,New Belgium Brewing,Fort Collins,CO,Bishop's Tipple Trippel,Main Street Brewery Lamppost Pizza,Corona,CA,Tripel,Iron Hill Brewery,Wilmington,DE
2005,38,74,American-Style Pale Ale,Pale Nectar,Firestone Walker,Paso Robles,CA,Oak Creek Pale Ale,Oak Creek Brewing Co.,Sedona,AZ,Ironbound Ale,Iron Hill Brewery,Wilmington,DE
2004,12,47,Wood- and Barrel-Aged Beer,New Glarus Brown Ale,New Glarus Brewing,New Glarus,WI,2002 Casked Barley Wine,Schooner's Grille & Brewery,Antioch,CA,Bourbon Russian,Iron Hill Brewery,Wilmington,DE
