year,style,medal,beer,brewery,city,state
2005,Brown Porter,bronze,Prince William Porter,Moose's Tooth,Anchorage,AK
2005,American-Style Stout,gold,Shakespeare Stout,Rogue Ales,Newport,OR
2005,American-Style Stout,silver,Black Magic Stout,Oggi's Pizza and Brewing,San Clemente,CA
2005,American-Style Stout,bronze,Pipeline Stout,Moose's Tooth,Anchorage,AK
2005,Belgian-Style Abbey Ale,gold,Abbot 12,Southampton Publick House,Southampton,NY
2005,Belgian-Style Abbey Ale,silver,Tripel de Ripple,Brugge Brasserie,Indianapolis,IN
2005,Belgian-Style Abbey Ale,bronze,Abbey Belgian Style Ale,New Belgium Brewing,Fort Collins,CO
2005,Belgian-Style Strong Specialty Ale,gold,Belgian Strong,Iron Hill Brewery,Wilmington,DE
2005,Belgian-Style Strong Specialty Ale,silver,Belgian Abbey Ale,Maui Brewing,Lahaina,HI
2005,Belgian-Style Strong Specialty Ale,bronze,Grand Cru,Allagash Brewing Co.,Portland,ME
2005,Munich-Style Helles,gold,Hauptstrasse Helles,Fredericksburg Brewing,Fredericksburg,TX
2005,Munich-Style Helles,silver,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX
2005,Munich-Style Helles,bronze,Sudwerk Lager,Sudwerk Privatbrauerei Hübsch,Davis,CA
2005,German-Style Wheat Ale,gold,Boscos Hefeweizen,Boscos Brewing,Memphis/Nashville,TN
2005,German-Style Wheat Ale,silver,Weizenbock,Chicago Brewing,Las Vegas,NV
2005,German-Style Wheat Ale,bronze,Ich Bin Ein Berliner Weisse,Nodding Head Brewing,Philadelphia,PA
2005,Classic English-Style Pale Ale,gold,Michelob Pale Ale,Anheuser-Busch,St. Louis,MO
2005,Classic English-Style Pale Ale,silver,5 Barrel Pale Ale,Odell Brewing,Fort Collins,CO
2005,Classic English-Style Pale Ale,bronze,Samuel Adams Pale Ale,Boston Beer Co.,Boston,MA
2005,Experimental Beer,gold,Mexacali Smoke,Rocky River Brewing,Rocky River,OH
2005,Experimental Beer,silver,ESG Extra Special Gonzo,Flying Dog Brewery,Denver,CO
2005,Experimental Beer,bronze,Samuel Adams Millennium,Boston Beer Co.,Boston,MA
2005,American-Style Hefeweizen,gold,Easy Street Wheat,Odell Brewing,Fort Collins,CO
2005,American-Style Hefeweizen,silver,Faller Wheat Ale,Rock Bottom,Seattle,WA
2005,American-Style Hefeweizen,bronze,O'Fallon Wheat,O'Fallon Brewery,O'Fallon,MO
2005,Belgian- and French-Style Ale,gold,Matilda,Goose Island Beer Co.,Chicago,IL
2005,Belgian- and French-Style Ale,silver,Biere de Garde,Capitol City Brewing,Arlington,VA
2005,Belgian- and French-Style Ale,bronze,Oro de Calabaza,Jolly Pumpkin Artisan Ales,Dexter,MI
2005,Strong Scotch Ale,gold,High Road Scotch Ale,Walking Man Brewing,Stevenson,WA
2005,Strong Scotch Ale,silver,Wee Heavy,AleSmith Brewing,San Diego,CA
2005,Strong Scotch Ale,bronze,Caber Tossed Wee Heavy,Oggi's Pizza and Brewing,San Clemente,CA
2005,Cellar or Unfiltered Beer,gold,Copper Hill Kölsch,The Cambridge House,Granby,CT
2005,Cellar or Unfiltered Beer,silver,Honolua Lager,Maui Brewing,Lahaina,HI
2005,Cellar or Unfiltered Beer,bronze,Tuppers' Hop Pocket Pils,Old Dominion Brewing,Ashburn,VA
2005,Rye Beer,gold,Rocky Mountain Rye,Smuggler's Brewpub,Telluride,CO
2005,Rye Beer,silver,Crazy Jackass Ale,Great American Restaurants,Centreville,VA
2005,Rye Beer,bronze,Catch Her In the Rye,Olde Auburn Ale House,Auburn,AL
2005,Foreign (Export)-Style Stout,gold,Black Bear XX Stout,Alameda Brewhouse,Portland,OR
2005,Foreign (Export)-Style Stout,silver,Organic Chocolate Stout,Bison Brewing Co.,Berkeley,CA
2005,Foreign (Export)-Style Stout,bronze,Black Hole XXX Stout,Chelsea Brewing,New York,NY
2005,German-Style Brown Ale / Düsseldorf-Style Altbier,gold,Devon Altbier,John Harvard's Brew House,Springfield,PA
2005,German-Style Brown Ale / Düsseldorf-Style Altbier,silver,Green Flash Ruby Red Ale,Green Flash Brewing Co.,Vista,CA
2005,German-Style Brown Ale / Düsseldorf-Style Altbier,bronze,Dusseldorf Altbier,Gilded Otter Brewing Co.,New Paltz,NY
2005,Bohemian-Style Pilsener,gold,Pallavicini Pilsner,Pug Ryan's Brewery,Dillon,CO
2005,Bohemian-Style Pilsener,silver,Triumph Czech Pilsener,Triumph Brewing,Princeton,NJ
2005,Bohemian-Style Pilsener,bronze,Vermont Lager,Otter Creek Brewing,Middlebury,VT
2005,Golden or Blonde Ale,gold,Kiwanda Cream Ale,Pelican Pub,Pacific City,OR
2005,Golden or Blonde Ale,silver,Boscos Famous Flaming Stone Beer,Boscos Brewing,Little Rock,AR
2005,Golden or Blonde Ale,bronze,All Nighter,Chicago Brewing,Las Vegas,NV
2005,German-Style Strong Bock,gold,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA
2005,German-Style Strong Bock,silver,Sled Dog Doppel Bock,Wagner Valley Brewing Co.,Lodi,NY
2005,German-Style Strong Bock,bronze,Detonator Doppelbock,Big Horn Brewing,Indianapolis,IN
2005,German-Style Pilsener,gold,Pinch Hit Pilsner,SandLot Brewery at Coors Field,Denver,CO
2005,German-Style Pilsener,silver,Trumer Pils,Trumer Brauerei Berkeley,Berkeley,CA
2005,German-Style Pilsener,bronze,Triumph German Pilsener,Triumph Brewing,New Hope,PA
2005,American-Style Wheat Beer,gold,Triumph Honey Wheat,Triumph Brewing,New Hope,PA
2005,American-Style Wheat Beer,silver,Pyramid Crystal Weizen,Pyramid Breweries,Seattle,WA
2005,American-Style Wheat Beer,bronze,Shiner Dunkelweizen,The Spoetzl Brewery,San Antonio,TX
2005,South German-Style Hefeweizen,gold,Top Heavy,Piece Brewery,Chicago,IL
2005,South German-Style Hefeweizen,silver,Weathervane Weissbier,Jarre Creek Ranch Brewery,Castle Rock,CO
2005,South German-Style Hefeweizen,bronze,Wild Pitch Hefeweizen,SandLot Brewery at Coors Field,Denver,CO
2005,Specialty Honey Beer,gold,George's Fault,Nodding Head Brewing,Philadelphia,PA
2005,Specialty Honey Beer,silver,Midas Touch Golden Elixir,Dogfish Head Brewery,Milton,DE
2005,Specialty Honey Beer,bronze,Ella's Epidur-Ale,Flossmoor Station,Flossmoor,IL
2005,Herb and Spice Beer,gold,Temptation Bock,Miller Brewing,Milwaukee,WI
2005,Herb and Spice Beer,silver,Jack Whacker Wheat,Tommyknocker Brewery,Idaho Springs,CO
2005,Herb and Spice Beer,bronze,Avatar Jasmine IPA,Elysian Brewery,Seattle,WA
2005,Fruit and Vegetable Beer,gold,Belgian Red,New Glarus Brewing,New Glarus,WI
2005,Fruit and Vegetable Beer,silver,9th Street Market Tuscan Orange,Anheuser-Busch,St. Louis,MO
2005,Fruit and Vegetable Beer,bronze,De Zuidentrein Frambozenbier,Flossmoor Station,Flossmoor,IL
2005,"American-Style ""Light"" Amber Lager",gold,Sam Adams Light,Boston Beer Co.,Boston,MA
2005,"American-Style ""Light"" Amber Lager",silver,MoJo Lager,Starr Hill Brewing,Crozet,VA
2005,"American-Style ""Light"" Amber Lager",bronze,Shiner Light,The Spoetzl Brewery,San Antonio,TX
2005,American-Style Amber Lager,gold,Old Scratch Amber Lager,Flying Dog Brewery,Denver,CO
2005,American-Style Amber Lager,silver,Steam Engine Lager,Steamworks Brewing,Durango,CO
2005,American-Style Amber Lager,bronze,California Lager,Schooner's Grille & Brewery,Antioch,CA
2005,Specialty Beer,gold,Wild Rice Ale,Black Diamond Brewing Co.,Concord,CA
2005,Specialty Beer,silver,Neptune's Nemesis,Rocky River Brewing,Rocky River,OH
2005,Specialty Beer,bronze,Pullman Brown Ale,Flossmoor Station,Flossmoor,IL
2005,American-Style Low-Carbohydrate Light Lager,gold,Pig's Eye Lean Light Beer,Pig's Eye Brewing Co.,St. Paul,MN
2005,American-Style Low-Carbohydrate Light Lager,silver,,,,
2005,American-Style Low-Carbohydrate Light Lager,bronze,Mountain Light,Smoky Mountain Brewery,Knoxville,TN
2005,American-Style Light Lager,gold,Old Milwaukee Light,Pabst Brewing,San Antonio,TX
2005,American-Style Light Lager,silver,Coors Light,Coors Brewing,Golden,CO
2005,American-Style Light Lager,bronze,Keystone Light,Coors Brewing,Golden,CO
2005,Robust Porter,gold,Black Sand Porter,Kona Brewing,Kailua-Kona,HI
2005,Robust Porter,silver,Porter,Snipes Mountain Brewing,Sunnyside,WA
2005,Robust Porter,bronze,3 Threads Porter,Far West Brewing Co.,Redmond,WA
2005,Bitter,gold,Alaskan Boogie Bitter,Alaskan Brewing,Juneau,AK
2005,Bitter,silver,Firehouse ESB,Upstream Brewing,Omaha,NE
2005,Bitter,bronze,Saint Arnold Amber Ale,Saint Arnold Brewing,Houston,TX
2005,German-Style Märzen / Oktoberfest,gold,Michelob Marzen,Anheuser-Busch,St. Louis,MO
2005,German-Style Märzen / Oktoberfest,silver,Sudwerk Marzen,Sudwerk Privatbrauerei Hübsch,Davis,CA
2005,German-Style Märzen / Oktoberfest,bronze,Dogtoberfest Octoberfest,Flying Dog Brewery,Denver,CO
2005,European-Style Dark / Münchner Dunkel,gold,Munich Dark,Capital Brewery,Middleton,WI
2005,European-Style Dark / Münchner Dunkel,silver,Triumph Dunkel,Triumph Brewing,New Hope,PA
2005,European-Style Dark / Münchner Dunkel,bronze,Black Mountain,Barley's Casino,Henderson,NV
2006,German-Style Kölsch / Köln-Style Kölsch,gold,Chaser Pale,Blackstone Brewing,Nashville,TN
2006,German-Style Kölsch / Köln-Style Kölsch,silver,Clear Water Kolsch,RAM Restaurant,Boise,ID
2006,German-Style Kölsch / Köln-Style Kölsch,bronze,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing,Houston,TX
2006,Wood- and Barrel-aged Beer,gold,Cherry Stout,New Glarus Brewing,New Glarus,WI
2006,Wood- and Barrel-aged Beer,silver,Barrel 001,Santa Barbara Brewing,Santa Barbara,CA
2006,Wood- and Barrel-aged Beer,bronze,Bourbon Ivan,Iron Hill Brewery,West Chester,PA
2006,Extra Special Bitter or Strong Bitter,gold,Firestone Walker IPA,Firestone Walker,Paso Robles,CA
2006,Extra Special Bitter or Strong Bitter,silver,Autumn Ale,Short’s Brewing Co.,Bellaire,MI
2006,Extra Special Bitter or Strong Bitter,bronze,Stone Pale Ale,Stone Brewing,Escondido,CA
2006,German-Style Märzen / Oktoberfest,gold,Samuel Adams Octoberfest,The Boston Beer Co.,Boston,MA
2006,German-Style Märzen / Oktoberfest,silver,Michelob Marzen,Anheuser-Busch,St. Louis,MO
2006,German-Style Märzen / Oktoberfest,bronze,Dominion Octoberfest,Old Dominion Brewing,Ashburn,VA
2006,American-Style Stout,gold,Sticky Stout,Pizza Port,Carlsbad,CA
2006,American-Style Stout,silver,Oggi’s Black Majic Stout,Oggi’s Pizza & Brewing Co.,San Clemente,CA
2006,American-Style Stout,bronze,Terminal Oatmeal Stout,Rock Bottom,Chicago,IL
2006,Smoke Beer,gold,Smoke Creek Rauchbier,Great Basin Brewing,Sparks,NV
2006,Smoke Beer,silver,Smokestack Porter,Rocky River Brewing,Rocky River,OH
2006,Smoke Beer,bronze,Stewart’s Smoked Porter,Stewart’s Brewing Co.,Bear,DE
2006,American-Style Amber Lager,gold,Steam Engine Lager,Steamworks Brewing,Durango/Bayfield,CO
2006,American-Style Amber Lager,silver,Toasted Lager,Blue Point Brewing Co.,Patchogue,NY
2006,American-Style Amber Lager,bronze,Oktoberfist,Bluegrass Brewing Co.,Louisville,KY
2006,European-Style Dark / Münchner Dunkel,gold,,,,
2006,European-Style Dark / Münchner Dunkel,silver,Storm King,Glenwood Canyon Brewing,Glenwood Springs,CO
2006,European-Style Dark / Münchner Dunkel,bronze,Dunkel Rico,Stewart’s Brewing Co.,Bear,DE
2006,Aged Beer,gold,Triple Exultation 2004,Eel River Brewing,Fortuna,CA
2006,Aged Beer,silver,Hibernation Ale 2005,Great Divide Brewing,Denver,CO
2006,Aged Beer,bronze,World Wide Stout 2003,Dogfish Head Brewery,Milton,DE
2006,Belgian-Style Sour Ale,gold,La Folie,New Belgium Brewing,Fort Collins,CO
2006,Belgian-Style Sour Ale,silver,Beatification,Russian River Brewing,Santa Rosa,CA
2006,Belgian-Style Sour Ale,bronze,Festina Lente,Dogfish Head Brewery,Milton,DE
2006,Rye Beer,gold,Worryin’ Ale,Piece Brewery,Chicago,IL
2006,Rye Beer,silver,Sun Rye,Redhook Ale Brewery,Portsmouth,NH
2006,Rye Beer,bronze,Surfer in the Rye,Huntington Beach Beer Co.,Huntington Beach,CA
2006,German-Style Strong Bock,gold,Autumnal Fire,Capital Brewery,Middleton,WI
2006,German-Style Strong Bock,silver,Eisphyre,Capital Brewery,Middleton,WI
2006,German-Style Strong Bock,bronze,Procrastinator,Back Street Brewery,Vista,CA
2006,Robust Porter,gold,Goddess Porter,Big Time Brewery,Seattle,WA
2006,Robust Porter,silver,Pacemaker Porter,Flyers Restaurant and Brewery,Oak Harbor,WA
2006,Robust Porter,bronze,Total Eclipse Black Ale,Hoppy Brewing,Sacramento,CA
2006,Sweet Stout,gold,Udder Goodness,Rock Bottom,Phoenix,AZ
2006,Sweet Stout,silver,Steel Toe Stout,Ska Brewing,Durango,CO
2006,Sweet Stout,bronze,The Duck-Rabbit Milk Stout,The Duck-Rabbit Craft Brewery,Farmville,NC
2006,Bock,gold,Maibock,Blind Tiger Brewery,Topeka,KS
2006,Bock,silver,Tröegenator Double Bock,Tröegs Brewing Co.,Harrisburg,PA
2006,Bock,bronze,Fornicator Maibock,Piece Brewery,Chicago,IL
2006,Other Strong Ale or Lager,gold,Winter Wheatwine,Rubicon Brewing Co.,Sacramento,CA
2006,Other Strong Ale or Lager,silver,Dragonstooth Stout,Elysian Brewery,Seattle,WA
2006,Other Strong Ale or Lager,bronze,Pit Bull High Gravity Ice Malt Liquor,Pig’s Eye Brewing Co.,St. Paul,MN
2006,Golden or Blonde Ale,gold,Kiwanda Cream Ale,Pelican Pub,Pacific City,OR
2006,Golden or Blonde Ale,silver,Korruption Kölsch,Bottoms Up Brewing,Pinedale,WY
2006,Golden or Blonde Ale,bronze,Aud Blonde,Russian River Brewing,Santa Rosa,CA
2006,American-Style Lager,gold,Pabst Blue Ribbon,Pabst Brewing,Woodridge,IL
2006,American-Style Lager,silver,Miller High Life,Miller Brewing,Milwaukee,WI
2006,American-Style Lager,bronze,Blatz,Pabst Brewing,Woodridge,IL
2006,Imperial or Double India Pale Ale,gold,Pliny the Elder,Russian River Brewing,Santa Rosa,CA
2006,Imperial or Double India Pale Ale,silver,Poor Man’s IPA,Pizza Port,Carlsbad,CA
2006,Imperial or Double India Pale Ale,bronze,Left Coast Hop Juice,Oggi’s Pizza & Brewing Co.,San Clemente,CA
2006,Fruit and Vegetable Beer,gold,Belgian Red,New Glarus Brewing,New Glarus,WI
2006,Fruit and Vegetable Beer,silver,Blue Moon Chardonnay Blonde,Blue Moon Brewing Co.,Golden,CO
2006,Fruit and Vegetable Beer,bronze,Patty’s Chile Beer,Wynkoop Brewing,Denver,CO
2006,Belgian- and French-Style Ale,gold,Le Fleur Misseur,New Belgium Brewing,Fort Collins,CO
2006,Belgian- and French-Style Ale,silver,Dim Wit,BJ's Restaurant & Brewery,Chandler,AZ
2006,Belgian- and French-Style Ale,bronze,Belgian Double White Ale,Southampton Publick House,Southampton,NY
2006,Foreign (Export)-Style Stout,gold,Tsunami Stout,Pelican Pub,Pacific City,OR
2006,Foreign (Export)-Style Stout,silver,Black Bear XX Stout,Alameda Brewhouse,Portland,OR
2006,Foreign (Export)-Style Stout,bronze,San Quentin’s Breakout Stout,Marin Brewing,Larkspur,CA
2006,American-Style Dark Lager,gold,Leinenkugel’s Creamy Dark,Jacob Leinenkugel Brewing,Chippewa Falls,WI
2006,American-Style Dark Lager,silver,Freidafest,Humperdinks Big Horn Brewing,Dallas,TX
2006,American-Style Dark Lager,bronze,Ziegenbock,Anheuser-Busch,St. Louis,MO
2006,English-Style India Pale Ale,gold,India Pale Ale,Carolina Brewery,Chapel Hill,NC
2006,English-Style India Pale Ale,silver,Beech Street Bitter,Pizza Port,Carlsbad,CA
2006,English-Style India Pale Ale,bronze,Triumph Bengal Gold I.P.A.,Triumph Brewing,New Hope,PA
2006,Coffee Flavored Beer,gold,Fuel,Capitol City Brewing,Arlington,VA
2006,Coffee Flavored Beer,silver,Black Majic Java Stout,Barley Island Brewing Co.,Noblesville,IN
2006,Coffee Flavored Beer,bronze,Arctic Rhino Coffee Porter,Midnight Sun Brewing Co.,Anchorage,AK
2006,Barley Wine-Style Ale,gold,Old Ruffian Barley Wine,Great Divide Brewing,Denver,CO
2006,Barley Wine-Style Ale,silver,Stormwatcher’s Winterfest,Pelican Pub,Pacific City,OR
2006,Barley Wine-Style Ale,bronze,Arctic Devil Barley Wine,Midnight Sun Brewing Co.,Anchorage,AK
2006,Belgian-Style Abbey Ale,gold,Tripel Ale,Allagash Brewing Co.,Portland,ME
2006,Belgian-Style Abbey Ale,silver,Adirondack Abbey Ale,Great Adirondack Brewing Co.,Lake Placid,NY
2006,Belgian-Style Abbey Ale,bronze,Bishop’s Tipple Tripel,Main Street Brewery,Corona,CA
2006,Herb and Spice Beer,gold,The Wind Cried Mari,Cambridge Brewing,Cambridge,MA
2006,Herb and Spice Beer,silver,Leinenkugel’s Sunset Wheat,Jacob Leinenkugel Brewing,Chippewa Falls,WI
2006,Herb and Spice Beer,bronze,Fred Miller’s Classic Chocolate Lager,Miller Brewing,Milwaukee,WI
2006,Brown Porter,gold,Molly Titanic,Rock Bottom,Denver,CO
2006,Brown Porter,silver,St. Charles Porter,Blackstone Brewing,Nashville,TN
2006,Brown Porter,bronze,Peter Brown Tribute Ale,Bear Republic Brewing,Healdsburg,CA
2006,Belgian-Style White (or Wit) / Belgian Style Wheatwine,gold,,,,
2006,Belgian-Style White (or Wit) / Belgian Style Wheatwine,silver,Wits End,Great American Restaurants,Centreville,VA
2006,Belgian-Style White (or Wit) / Belgian Style Wheatwine,bronze,35th Anniversary Ale,Bull & Bush Brewery,Denver,CO
2006,American-Style Specialty Lager,gold,Mickey’s Malt Liquor,Miller Brewing,Milwaukee,WI
2006,American-Style Specialty Lager,silver,Icehouse,Miller Brewing,Milwaukee,WI
2006,American-Style Specialty Lager,bronze,HG 800,Miller Brewing,Milwaukee,WI
2006,American-Style Light Lager,gold,Old Milwaukee Light,Pabst Brewing,Woodridge,IL
2006,American-Style Light Lager,silver,Milwaukee’s Best Light,Miller Brewing,Milwaukee,WI
2006,American-Style Light Lager,bronze,Southpaw Light,Miller Brewing,Milwaukee,WI
2006,Old Ale or Strong Ale,gold,Vintage Ale,The Great Dane Pub,Madison,WI
2006,Old Ale or Strong Ale,silver,Tripel Exultation,Eel River Brewing,Fortuna,CA
2006,Old Ale or Strong Ale,bronze,Curmudgeons Nip,Odell Brewing,Fort Collins,CO
2006,American Cream Ale or Lager,gold,Red Dog,Miller Brewing,Milwaukee,WI
2006,American Cream Ale or Lager,silver,Lone Star,Pabst Brewing,Woodridge,IL
2006,American Cream Ale or Lager,bronze,Henry Weinhard Private Reserve,Miller Brewing,Milwaukee,WI
2006,Experimental Beer,gold,New Grist,Lakefront Brewery,Milwaukee,WI
2006,Experimental Beer,silver,Angry Mike’s Stoudt Creek,Flossmoor Station,Flossmoor,IL
2006,Experimental Beer,bronze,Samuel Adams Utopias 2003,The Boston Beer Co.,Boston,MA
2006,Vienna-Style Lager,gold,,,,
2006,Vienna-Style Lager,silver,Balto Marz Hon,Clipper City Brewing,Baltimore,MD
2006,Vienna-Style Lager,bronze,Schild brau Amber,Millstream Brewing,Amana,IA
2006,French- and Belgian-Style Saison,gold,Organic Farmhouse Ale,Bison Brewing Co.,Berkeley,CA
2006,French- and Belgian-Style Saison,silver,Saison,Capitol City Brewing,Arlington,VA
2006,French- and Belgian-Style Saison,bronze,Hennepin Farmhouse Saison,Brewery Ommegang,Cooperstown,NY
2006,Classic Irish-Style Dry Stout,gold,Maxwell’s Stout,Basil T’s Brewery & Italian Grill,Red Bank,NJ
2006,Classic Irish-Style Dry Stout,silver,Slapshot Stout,RAM Restaurant,Seattle,WA
2006,Classic Irish-Style Dry Stout,bronze,Irish Stout,Schooner’s Grille & Brewery,Antioch,CA
2006,American-Style Wheat Beer,gold,Pyramid Crystal Weizen,Pyramid Breweries,Seattle,WA
2006,American-Style Wheat Beer,silver,William Jones Wheat Beer,El Toro Brewing Co.,Morgan Hill,CA
2006,American-Style Wheat Beer,bronze,Shiner Dunkelweizen,The Spoetzl Brewery,Shiner,TX
2006,American-Style Brown Ale,gold,Doryman’s Dark Ale,Pelican Pub,Pacific City,OR
2006,American-Style Brown Ale,silver,Great American Brown,Pizza Port,Carlsbad,CA
2006,American-Style Brown Ale,bronze,Bear Tooth Ale,Moose’s Tooth Brewing Co.,Anchorage,AK
2006,Specialty Honey Beer,gold,Blue Moon Honeymoon,Blue Moon Brewing Co.,Golden,CO
2006,Specialty Honey Beer,silver,Ray’s Honey Rye,Boscos,Memphis,TN
2006,Specialty Honey Beer,bronze,Hummingbird Ale,Mountain Sun Pub,Boulder,CO
2006,American-Style Pale Ale,gold,Tumble Off Pale Ale,Barley Brothers Brewery,Baker City,OR
2006,American-Style Pale Ale,silver,Brewmasters’ Pale,Widmer Brothers Brewing,Portland,OR
2006,American-Style Pale Ale,bronze,XP Pale Ale,Bear Republic Brewing,Healdsburg,CA
2006,Bitter,gold,Raccoon Red,Rock Bottom,Bethesda,MD
2006,Bitter,silver,Alaskan Pale,Alaskan Brewing,Juneau,AK
2006,Bitter,bronze,Cutthroat Pale Ale,Uinta Brewing,Salt Lake City,UT
2006,Specialty Beer,gold,Smokin’ Mesquite Ale,Humperdinks Big Horn Brewing,Dallas,TX
2006,Specialty Beer,silver,Pullman Brown Ale,Flossmoor Station,Flossmoor,IL
2006,Specialty Beer,bronze,Maple Nut Brown Ale,Tommyknocker Brewery,Idaho Springs,CO
2006,English-Style Brown Ale,gold,Dawn Patrol Dark,Pizza Port,San Clemente,CA
2006,English-Style Brown Ale,silver,Old Town Brown,Natty Greene’s Brewing Co.,Greensboro,NC
